Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-04-01,18.399999618530273,19.700000762939453,18.059999465942383,19.299999237060547,9835200,0,0
2018-05-01,19.049999237060547,25.374000549316406,18.799999237060547,24.920000076293945,5948900,0,0
2018-06-01,25.09000015258789,32.790000915527344,23.1299991607666,25.969999313354492,14003500,0,0
2018-07-01,25.65999984741211,25.940000534057617,20.5,21.5,7378400,0,0
2018-08-01,21.5,30.440000534057617,21.0,29.729999542236328,4362100,0,0
2018-09-01,29.889999389648438,33.97999954223633,26.6299991607666,31.260000228881836,8011800,0,0
2018-10-01,31.6299991607666,31.899999618530273,22.15999984741211,23.65999984741211,11973700,0,0
2018-11-01,23.809999465942383,27.030000686645508,20.34000015258789,26.899999618530273,8599100,0,0
2018-12-01,27.299999237060547,28.25,22.010000228881836,24.860000610351562,18785200,0,0
2019-01-01,24.18000030517578,31.760000228881836,22.260000228881836,31.3799991607666,18165700,0,0
2019-02-01,31.170000076293945,39.0,30.579999923706055,38.2400016784668,15019700,0,0
2019-03-01,38.68000030517578,49.040000915527344,35.47999954223633,40.790000915527344,34206700,0,0
2019-04-01,41.13999938964844,42.95000076293945,36.7599983215332,42.33000183105469,35346300,0,0
2019-05-01,42.43000030517578,44.380001068115234,38.9900016784668,42.97999954223633,27085300,0,0
2019-06-01,43.04999923706055,50.63999938964844,37.66999816894531,48.400001525878906,68382700,0,0
2019-07-01,49.2599983215332,55.790000915527344,48.38999938964844,49.90999984741211,30584100,0,0
2019-08-01,49.91999816894531,53.0099983215332,44.06999969482422,48.599998474121094,24451900,0,0
2019-09-01,48.29999923706055,48.79999923706055,34.70000076293945,36.029998779296875,71063300,0,0
2019-10-01,36.0,41.459999084472656,34.58000183105469,38.560001373291016,62661200,0,0
2019-11-01,39.79999923706055,47.93000030517578,36.45600128173828,47.43000030517578,27634900,0,0
2019-12-01,47.310001373291016,47.4900016784668,41.31999969482422,44.91999816894531,27837400,0,0
2020-01-01,45.0,49.880001068115234,43.81999969482422,48.47999954223633,29047900,0,0
2020-02-01,48.38999938964844,52.290000915527344,43.47999954223633,46.29999923706055,25915600,0,0
2020-03-01,46.66999816894531,47.689998626708984,30.90999984741211,41.5099983215332,36237000,0,0
2020-04-01,40.279998779296875,54.4900016784668,37.90999984741211,52.720001220703125,31440600,0,0
2020-05-01,51.45000076293945,58.29999923706055,50.130001068115234,57.65999984741211,24616800,0,0
2020-06-01,57.599998474121094,60.45000076293945,43.70000076293945,50.91999816894531,75953800,0,0
2020-07-01,50.81999969482422,54.70000076293945,44.39099884033203,47.7400016784668,35847600,0,0
2020-08-01,47.90999984741211,55.16999816894531,40.209999084472656,54.529998779296875,36546200,0,0
2020-09-01,54.93000030517578,60.79999923706055,43.63999938964844,49.41999816894531,43453800,0,0
2020-10-01,50.099998474121094,58.84000015258789,48.040000915527344,49.849998474121094,26933200,0,0
2020-11-01,50.0,58.470001220703125,48.619998931884766,57.7599983215332,4996200,0,0
2020-11-06,56.58000183105469,58.470001220703125,55.459999084472656,57.7599983215332,715974,0,0
